zip,cd
72064,0501
72067,0501
72069,0501
72072,0501
72073,0501
72074,0501
72075,0501
72076,0501
72081,0501
72083,0501
72086,0501
72088,0501
72101,0501
72108,0501
72112,0501
72121,0501
72123,0501
72130,0501
72131,0501
72133,0501
72134,0501
72137,0501
72140,0501
72142,0501
72143,0501
72152,0501
72153,0501
72160,0501
72165,0501
72166,0501
72168,0501
72169,0501
72170,0501
72175,0501
72176,0501
72179,0501
72301,0501
72310,0501
72311,0501
72312,0501
72313,0501
72315,0501
72316,0501
72320,0501
72321,0501
72322,0501
72324,0501
72325,0501
72326,0501
72327,0501
72328,0501
72329,0501
72330,0501
72331,0501
72332,0501
72333,0501
72335,0501
72338,0501
72339,0501
72340,0501
72341,0501
72342,0501
72346,0501
72347,0501
72348,0501
72350,0501
72351,0501
72352,0501
72353,0501
72354,0501
72355,0501
72358,0501
72359,0501
72360,0501
72364,0501
72365,0501
72366,0501
72367,0501
72368,0501
72369,0501
72370,0501
72372,0501
72373,0501
72374,0501
72376,0501
72377,0501
72379,0501
72383,0501
72384,0501
72386,0501
72387,0501
72389,0501
72390,0501
72391,0501
72392,0501
72394,0501
72395,0501
72396,0501
72401,0501
72402,0501
72403,0501
72404,0501
72405,0501
72410,0501
72411,0501
72412,0501
72413,0501
72414,0501
72415,0501
72416,0501
72417,0501
72419,0501
72421,0501
72422,0501
72424,0501
72425,0501
72426,0501
72427,0501
72428,0501
72429,0501
72430,0501
72431,0501
72432,0501
72433,0501
72434,0501
72435,0501
72436,0501
72437,0501
72438,0501
72440,0501
72441,0501
72442,0501
72443,0501
72444,0501
72445,0501
72447,0501
72449,0501
72450,0501
72451,0501
72453,0501
72454,0501
72455,0501
72456,0501
72457,0501
72458,0501
72459,0501
72460,0501
72461,0501
72462,0501
72464,0501
72465,0501
72466,0501
72467,0501
72469,0501
72470,0501
72471,0501
72472,0501
72473,0501
72474,0501
72475,0501
72476,0501
72478,0501
72479,0501
72482,0501
72501,0501
72512,0501
72513,0501
72515,0501
72517,0501
72519,0501
72520,0501
72521,0501
72522,0501
72523,0501
72524,0501
72526,0501
72527,0501
72528,0501
72529,0501
72530,0501
72531,0501
72532,0501
72533,0501
72534,0501
72536,0501
72537,0501
72538,0501
72539,0501
72540,0501
72542,0501
72543,0501
72544,0501
72545,0501
72546,0501
72550,0501
72553,0501
72554,0501
72555,0501
72556,0501
72560,0501
72561,0501
72562,0501
72564,0501
72565,0501
72566,0501
72567,0501
72568,0501
72569,0501
72571,0501
72572,0501
72573,0501
72575,0501
72576,0501
72577,0501
72578,0501
72579,0501
72581,0501
72583,0501
72584,0501
72585,0501
72587,0501
72617,0501
72623,0501
72626,0501
72635,0501
72636,0501
72639,0501
72642,0501
72645,0501
72650,0501
72651,0501
72653,0501
72654,0501
72658,0501
72663,0501
72675,0501
72679,0501
72680,0501
72686,0501
72687,0501
71901,0502
71909,0502
72001,0502
72002,0502
72010,0502
72011,0502
72012,0502
72013,0502
72015,0502
72016,0502
72018,0502
72019,0502
72020,0502
72022,0502
72023,0502
72025,0502
72027,0502
72028,0502
72030,0502
72031,0502
72032,0502
72033,0502
72034,0502
72035,0502
72039,0502
72045,0502
72046,0502
72047,0502
72052,0502
72053,0502
72058,0502
72060,0502
72061,0502
72063,0502
72065,0502
72066,0502
72067,0502
72068,0502
72070,0502
72076,0502
72078,0502
72080,0502
72081,0502
72082,0502
72085,0502
72087,0502
72088,0502
72089,0502
72099,0502
72102,0502
72103,0502
72104,0502
72106,0502
72107,0502
72110,0502
72111,0502
72113,0502
72114,0502
72115,0502
72116,0502
72117,0502
72118,0502
72119,0502
72120,0502
72121,0502
72122,0502
72124,0502
72125,0502
72126,0502
72127,0502
72131,0502
72135,0502
72136,0502
72137,0502
72139,0502
72141,0502
72142,0502
72143,0502
72145,0502
72149,0502
72153,0502
72156,0502
72157,0502
72164,0502
72167,0502
72173,0502
72178,0502
72180,0502
72181,0502
72183,0502
72190,0502
72199,0502
72201,0502
72202,0502
72203,0502
72204,0502
72205,0502
72206,0502
72207,0502
72209,0502
72210,0502
72211,0502
72212,0502
72214,0502
72215,0502
72216,0502
72217,0502
72219,0502
72221,0502
72222,0502
72223,0502
72225,0502
72227,0502
72231,0502
72255,0502
72260,0502
72568,0502
72629,0502
72645,0502
72679,0502
72686,0502
72823,0502
72853,0502
72857,0502
65739,0503
65761,0503
72063,0503
72080,0503
72601,0503
72602,0503
72611,0503
72613,0503
72615,0503
72616,0503
72619,0503
72624,0503
72626,0503
72631,0503
72632,0503
72633,0503
72634,0503
72638,0503
72640,0503
72644,0503
72648,0503
72653,0503
72655,0503
72660,0503
72661,0503
72662,0503
72668,0503
72669,0503
72672,0503
72675,0503
72677,0503
72679,0503
72682,0503
72683,0503
72685,0503
72686,0503
72687,0503
72701,0503
72702,0503
72703,0503
72704,0503
72711,0503
72712,0503
72713,0503
72714,0503
72715,0503
72716,0503
72717,0503
72718,0503
72719,0503
72722,0503
72727,0503
72728,0503
72729,0503
72730,0503
72732,0503
72733,0503
72734,0503
72735,0503
72736,0503
72737,0503
72738,0503
72739,0503
72740,0503
72741,0503
72744,0503
72745,0503
72747,0503
72749,0503
72751,0503
72753,0503
72756,0503
72757,0503
72758,0503
72761,0503
72762,0503
72764,0503
72765,0503
72766,0503
72768,0503
72769,0503
72770,0503
72773,0503
72774,0503
72801,0503
72802,0503
72811,0503
72812,0503
72823,0503
72837,0503
72843,0503
72846,0503
72847,0503
72856,0503
72858,0503
72901,0503
72902,0503
72903,0503
72904,0503
72905,0503
72906,0503
72908,0503
72913,0503
72914,0503
72916,0503
72917,0503
72918,0503
72919,0503
72921,0503
72923,0503
72932,0503
72933,0503
72934,0503
72936,0503
72937,0503
72940,0503
72941,0503
72946,0503
72948,0503
72952,0503
72955,0503
72956,0503
72957,0503
72959,0503
74902,0503
71256,0504
71277,0504
71601,0504
71602,0504
71603,0504
71631,0504
71635,0504
71638,0504
71642,0504
71644,0504
71646,0504
71647,0504
71651,0504
71652,0504
71655,0504
71658,0504
71659,0504
71660,0504
71661,0504
71663,0504
71665,0504
71667,0504
71670,0504
71671,0504
71675,0504
71676,0504
71677,0504
71678,0504
71701,0504
71720,0504
71721,0504
71722,0504
71724,0504
71725,0504
71726,0504
71728,0504
71730,0504
71731,0504
71740,0504
71742,0504
71743,0504
71744,0504
71745,0504
71747,0504
