district,state_id,zip
5,1,35765
5,1,35766
5,1,35767
5,1,35768
5,1,35769
5,1,35771
5,1,35772
5,1,35773
5,1,35774
5,1,35775
5,1,35776
5,1,35801
5,1,35802
5,1,35803
5,1,35804
5,1,35805
5,1,35806
5,1,35807
5,1,35808
5,1,35809
5,1,35810
5,1,35811
5,1,35812
5,1,35813
5,1,35814
5,1,35815
5,1,35816
5,1,35824
5,1,35893
5,1,35894
5,1,35895
5,1,35896
5,1,35897
5,1,35898
5,1,35899
5,1,35958
5,1,35966
5,1,35978
5,1,35979
6,1,35005
6,1,35006
6,1,35007
6,1,35010
6,1,35013
6,1,35015
6,1,35020
6,1,35022
6,1,35023
6,1,35031
6,1,35034
6,1,35035
6,1,35036
6,1,35040
6,1,35042
6,1,35043
6,1,35045
6,1,35046
6,1,35048
6,1,35049
6,1,35051
6,1,35060
6,1,35061
6,1,35062
6,1,35063
6,1,35068
6,1,35071
6,1,35072
6,1,35073
6,1,35074
6,1,35078
6,1,35079
6,1,35080
6,1,35085
6,1,35089
6,1,35091
6,1,35094
6,1,35097
6,1,35111
6,1,35114
6,1,35115
6,1,35116
6,1,35117
6,1,35118
6,1,35119
6,1,35121
6,1,35123
6,1,35124
6,1,35126
6,1,35127
6,1,35128
6,1,35130
6,1,35133
6,1,35136
6,1,35137
6,1,35139
6,1,35142
6,1,35143
6,1,35146
6,1,35147
6,1,35148
6,1,35150
6,1,35151
6,1,35171
6,1,35172
6,1,35173
6,1,35176
6,1,35178
6,1,35180
6,1,35181
6,1,35182
6,1,35183
6,1,35184
6,1,35185
6,1,35186
6,1,35187
6,1,35188
6,1,35205
6,1,35206
6,1,35207
6,1,35209
6,1,35210
6,1,35211
6,1,35212
6,1,35213
6,1,35214
6,1,35215
6,1,35216
6,1,35217
6,1,35219
6,1,35222
6,1,35223
6,1,35224
6,1,35226
6,1,35229
6,1,35232
6,1,35235
6,1,35236
6,1,35238
6,1,35242
6,1,35243
6,1,35244
6,1,35253
6,1,35255
6,1,35260
6,1,35261
6,1,35266
6,1,35468
6,1,35482
6,1,35952
6,1,35980
6,1,36006
6,1,36016
6,1,36026
6,1,36051
6,1,36080
6,1,36091
6,1,36319
6,1,36750
6,1,36758
6,1,36790
6,1,36792
6,1,36793
7,1,35005
7,1,35020
7,1,35021
7,1,35022
7,1,35023
7,1,35042
7,1,35061
7,1,35064
7,1,35068
7,1,35111
7,1,35117
7,1,35127
7,1,35184
7,1,35188
7,1,35201
7,1,35202
7,1,35203
7,1,35204
7,1,35205
7,1,35206
7,1,35207
7,1,35208
7,1,35209
7,1,35210
7,1,35211
7,1,35212
7,1,35213
7,1,35214
7,1,35215
7,1,35217
7,1,35218
7,1,35220
7,1,35221
7,1,35222
7,1,35223
7,1,35224
7,1,35228
7,1,35231
7,1,35233
7,1,35234
7,1,35235
7,1,35244
7,1,35259
7,1,35270
7,1,35285
7,1,35294
7,1,35401
7,1,35402
7,1,35403
7,1,35404
7,1,35405
7,1,35407
7,1,35440
7,1,35441
7,1,35442
7,1,35443
7,1,35444
7,1,35446
7,1,35447
7,1,35448
7,1,35449
7,1,35452
7,1,35453
7,1,35456
7,1,35459
7,1,35460
7,1,35461
7,1,35462
7,1,35463
7,1,35464
7,1,35466
7,1,35469
7,1,35470
7,1,35471
7,1,35473
7,1,35474
7,1,35476
7,1,35477
7,1,35478
7,1,35480
7,1,35481
7,1,35486
7,1,35490
7,1,35491
7,1,35555
7,1,35574
7,1,35576
7,1,36030
7,1,36032
7,1,36040
7,1,36043
7,1,36047
7,1,36104
7,1,36105
7,1,36106
7,1,36108
7,1,36113
7,1,36116
7,1,36435
7,1,36436
7,1,36446
7,1,36451
7,1,36482
7,1,36524
7,1,36540
7,1,36545
7,1,36558
7,1,36701
7,1,36703
7,1,36720
7,1,36722
7,1,36723
7,1,36726
7,1,36727
7,1,36728
7,1,36732
7,1,36736
7,1,36738
7,1,36740
7,1,36741
7,1,36742
7,1,36744
7,1,36745
7,1,36748
7,1,36749
7,1,36751
7,1,36752
7,1,36754
7,1,36756
7,1,36758
7,1,36759
7,1,36761
7,1,36763
7,1,36764
7,1,36765
7,1,36766
7,1,36767
7,1,36768
7,1,36769
7,1,36773
7,1,36775
7,1,36776
7,1,36782
7,1,36783
7,1,36784
7,1,36785
7,1,36786
7,1,36901
7,1,36904
7,1,36907
7,1,36908
7,1,36910
7,1,36912
7,1,36913
7,1,36915
7,1,36916
7,1,36919
7,1,36921
7,1,36922
7,1,36925
1,2,99501
1,2,99502
1,2,99503
1,2,99504
1,2,99505
1,2,99506
1,2,99507
1,2,99508
1,2,99509
1,2,99510
1,2,99511
1,2,99513
1,2,99514
1,2,99515
1,2,99516
1,2,99517
1,2,99518
1,2,99519
1,2,99520
1,2,99521
1,2,99522
1,2,99523
1,2,99524
1,2,99529
1,2,99530
1,2,99540
1,2,99545
1,2,99546
1,2,99547
1,2,99548
1,2,99549
1,2,99550
1,2,99551
1,2,99552
1,2,99553
1,2,99554
1,2,99555
1,2,99556
1,2,99557
1,2,99558
1,2,99559
1,2,99561
1,2,99563
1,2,99564
1,2,99565
1,2,99566
1,2,99567
1,2,99568
1,2,99569
1,2,99571
1,2,99572
1,2,99573
1,2,99574
1,2,99575
1,2,99576
1,2,99577
1,2,99578
1,2,99579
1,2,99580
1,2,99581
1,2,99583
1,2,99585
1,2,99586
1,2,99587
1,2,99588
1,2,99589
1,2,99590
1,2,99591
1,2,99599
1,2,99602
1,2,99603
1,2,99604
1,2,99605
1,2,99606
1,2,99607
1,2,99608
1,2,99609
1,2,99610
1,2,99611
1,2,99612
1,2,99613
1,2,99614
1,2,99615
1,2,99619
1,2,99620
1,2,99621
1,2,99622
1,2,99623
1,2,99624
1,2,99625
1,2,99626
1,2,99627
1,2,99628
1,2,99630
1,2,99631
1,2,99632
1,2,99633
1,2,99634
1,2,99635
1,2,99636
1,2,99637
1,2,99638
1,2,99639
1,2,99640
1,2,99641
1,2,99643
1,2,99644
1,2,99645
1,2,99647
1,2,99648
1,2,99649
1,2,99650
1,2,99651
1,2,99652
1,2,99653
1,2,99654
1,2,99655
1,2,99656
1,2,99657
1,2,99658
1,2,99659
1,2,99660
1,2,99661
1,2,99662
1,2,99663
1,2,99664
1,2,99665
1,2,99666
1,2,99667
1,2,99668
1,2,99669
1,2,99670
1,2,99671
1,2,99672
1,2,99674
1,2,99675
1,2,99676
1,2,99677
1,2,99678
1,2,99679
1,2,99680
1,2,99681
1,2,99682
1,2,99683
1,2,99684
1,2,99685
1,2,99686
1,2,99687
1,2,99688
1,2,99689
1,2,99690
1,2,99691
1,2,99692
1,2,99693
1,2,99694
1,2,99701
1,2,99702
1,2,99703
1,2,99704
1,2,99705
1,2,99706
1,2,99707
1,2,99708
1,2,99709
1,2,99712
1,2,99714
1,2,99720
1,2,99721
1,2,99722
1,2,99723
1,2,99724
1,2,99725
1,2,99726
1,2,99727
1,2,99729
1,2,99730
1,2,99731
1,2,99732
1,2,99733
1,2,99734
1,2,99736
1,2,99737
1,2,99738
1,2,99739
1,2,99740
1,2,99741
1,2,99742
1,2,99743
1,2,99744
1,2,99745
1,2,99746
1,2,99747
1,2,99748
1,2,99749
1,2,99750
1,2,99751
1,2,99752
1,2,99753
1,2,99754
1,2,99755
1,2,99756
1,2,99757
1,2,99758
1,2,99759
1,2,99760
1,2,99761
1,2,99762
1,2,99763
1,2,99764
1,2,99765
1,2,99766
1,2,99767
1,2,99768
1,2,99769
1,2,99770
1,2,99771
1,2,99772
1,2,99773
1,2,99774
1,2,99775
1,2,99776
1,2,99777
1,2,99778
1,2,99780
1,2,99781
1,2,99782
1,2,99783
1,2,99784
1,2,99785
1,2,99786
1,2,99788
1,2,99789
1,2,99790
1,2,99791
1,2,99801
1,2,99820
1,2,99824
1,2,99825
1,2,99826
1,2,99827
1,2,99829
1,2,99830
1,2,99832
1,2,99833
1,2,99835
1,2,99836
1,2,99840
1,2,99841
1,2,99901
1,2,99903
1,2,99918
1,2,99919
1,2,99921
1,2,99922
1,2,99923
1,2,99925
1,2,99926
1,2,99927
1,2,99928
1,2,99929
1,3,85121
1,3,85122
1,3,85123
1,3,85128
1,3,85130
1,3,85131
1,3,85132
1,3,85135
1,3,85137
1,3,85138
1,3,85139
1,3,85141
1,3,85142
1,3,85145
1,3,85147
1,3,85172
1,3,85173
1,3,85191
1,3,85192
1,3,85193
1,3,85194
1,3,85226
1,3,85248
1,3,85339
1,3,85501
1,3,85530
1,3,85531
1,3,85532
1,3,85533
1,3,85534
1,3,85535
1,3,85536
1,3,85539
1,3,85540
1,3,85542
1,3,85543
1,3,85546
1,3,85548
1,3,85550
1,3,85551
1,3,85552
1,3,85602
1,3,85618
1,3,85623
1,3,85631
1,3,85643
1,3,85652
1,3,85653
1,3,85654
1,3,85658
1,3,85704
1,3,85718
1,3,85737
1,3,85738
1,3,85739
1,3,85741
1,3,85742
1,3,85743
1,3,85755
1,3,85901
1,3,85902
1,3,85911
1,3,85920
1,3,85922
1,3,85923
1,3,85924
1,3,85925
1,3,85926
1,3,85927
1,3,85928
1,3,85929
1,3,85930
1,3,85931
1,3,85932
1,3,85933
1,3,85934
1,3,85935
1,3,85936
1,3,85937
1,3,85938
1,3,85939
1,3,85940
1,3,85941
1,3,85942
1,3,86001
1,3,86002
1,3,86003
1,3,86004
1,3,86005
1,3,86011
1,3,86015
1,3,86016
1,3,86017
1,3,86018
1,3,86020
1,3,86022
1,3,86023
1,3,86024
1,3,86025
1,3,86028
1,3,86029
1,3,86030
1,3,86031
1,3,86032
1,3,86033
1,3,86034
1,3,86035
1,3,86036
1,3,86038
1,3,86039
1,3,86040
1,3,86042
1,3,86043
1,3,86044
1,3,86045
1,3,86046
1,3,86047
1,3,86052
1,3,86053
1,3,86054
1,3,86322
1,3,86325
1,3,86335
1,3,86336
1,3,86339
1,3,86340
1,3,86342
1,3,86351
1,3,86434
1,3,86435
1,3,86502
1,3,86503
1,3,86504
1,3,86505
1,3,86506
1,3,86507
1,3,86508
1,3,86510
1,3,86511
1,3,86512
1,3,86514
1,3,86515
1,3,86520
1,3,86535
1,3,86538
1,3,86540
1,3,86544
1,3,86545
1,3,86547
1,3,86556
2,3,85602
2,3,85603
2,3,85605
2,3,85606
2,3,85607
2,3,85608
2,3,85609
2,3,85610
2,3,85611
2,3,85613
2,3,85614
2,3,85615
2,3,85616
2,3,85617
2,3,85619
2,3,85620
2,3,85622
2,3,85625
2,3,85626
2,3,85627
2,3,85629
2,3,85630
2,3,85632
2,3,85635
2,3,85636
2,3,85637
2,3,85638
2,3,85641
2,3,85643
2,3,85645
2,3,85650
2,3,85704
2,3,85705
2,3,85707
2,3,85708
2,3,85710
2,3,85711
2,3,85712
2,3,85713
2,3,85715
2,3,85716
2,3,85717
2,3,85718
2,3,85719
2,3,85728
2,3,85730
2,3,85731
2,3,85732
2,3,85733
2,3,85740
2,3,85741
2,3,85742
2,3,85743
2,3,85744
2,3,85745
2,3,85747
2,3,85748
2,3,85749
2,3,85750
2,3,85751
2,3,85752
2,3,85756
3,3,85033
3,3,85035
3,3,85037
3,3,85043
3,3,85139
3,3,85305
3,3,85307
3,3,85321
3,3,85322
3,3,85323
3,3,85326
3,3,85329
3,3,85333
3,3,85336
3,3,85337
3,3,85338
3,3,85340
3,3,85341
3,3,85343
3,3,85349
3,3,85350
3,3,85353
3,3,85354
3,3,85364
3,3,85365
3,3,85366
3,3,85392
3,3,85601
3,3,85611
3,3,85621
3,3,85622
3,3,85624
3,3,85628
3,3,85629
3,3,85633
3,3,85634
3,3,85637
3,3,85639
3,3,85640
3,3,85645
3,3,85646
3,3,85648
3,3,85653
3,3,85701
3,3,85702
3,3,85703
3,3,85705
3,3,85706
3,3,85709
3,3,85713
3,3,85714
3,3,85719
3,3,85721
3,3,85723
3,3,85724
3,3,85725
3,3,85726
3,3,85734
3,3,85735
3,3,85736
3,3,85743
3,3,85745
3,3,85746
3,3,85754
3,3,85756
3,3,85757
4,3,85087
4,3,85117
4,3,85118
4,3,85119
4,3,85120
4,3,85128
4,3,85132
4,3,85140
4,3,85142
4,3,85143
4,3,85178
4,3,85212
4,3,85215
4,3,85262
4,3,85263
4,3,85320
4,3,85324
4,3,85325
4,3,85328
4,3,85331
4,3,85332
4,3,85333
4,3,85334
4,3,85340
4,3,85342
4,3,85344
4,3,85346
4,3,85347
4,3,85348
4,3,85352
4,3,85354
4,3,85355
4,3,85356
4,3,85357
4,3,85359
4,3,85360
4,3,85361
4,3,85362
4,3,85364
4,3,85365
4,3,85367
4,3,85383
4,3,85387
4,3,85390
4,3,85396
4,3,85539
4,3,85541
4,3,85544
4,3,85545
4,3,85547
4,3,85553
4,3,85554
4,3,86021
4,3,86301
4,3,86302
4,3,86303
4,3,86304
4,3,86305
4,3,86312
4,3,86313
4,3,86314
4,3,86315
4,3,86320
4,3,86321
4,3,86323
4,3,86324
4,3,86325
4,3,86326
4,3,86327
4,3,86329
4,3,86331
4,3,86332
4,3,86333
4,3,86334
4,3,86337
4,3,86338
4,3,86343
4,3,86401
4,3,86402
4,3,86403
4,3,86404
4,3,86405
4,3,86406
4,3,86409
4,3,86411
4,3,86412
4,3,86413
4,3,86426
4,3,86427
4,3,86429
4,3,86430
4,3,86431
4,3,86432
4,3,86433
4,3,86436
4,3,86437
4,3,86438
4,3,86439
4,3,86440
4,3,86441
4,3,86442
4,3,86443
4,3,86444
4,3,86445
4,3,86446
5,3,85120
5,3,85127
5,3,85142
5,3,85201
5,3,85203
5,3,85204
5,3,85205
5,3,85206
5,3,85207
5,3,85208
5,3,85209
5,3,85212
5,3,85213
5,3,85214
5,3,85215
5,3,85216
5,3,85224
5,3,85225
5,3,85233
5,3,85234
5,3,85236
5,3,85248
5,3,85249
5,3,85275
5,3,85277
5,3,85286
5,3,85295
5,3,85296
5,3,85297
5,3,85298
5,3,85299
6,3,85020
6,3,85021
6,3,85022
6,3,85023
6,3,85024
6,3,85027
6,3,85028
6,3,85029
6,3,85032
6,3,85046
6,3,85050
6,3,85051
6,3,85053
6,3,85054
6,3,85071
6,3,85078
6,3,85080
6,3,85083
6,3,85085
6,3,85086
6,3,85203
6,3,85250
6,3,85251
6,3,85252
6,3,85253
6,3,85254
6,3,85255
6,3,85256
6,3,85258
6,3,85259
6,3,85260
6,3,85261
6,3,85262
6,3,85263
6,3,85264
6,3,85266
6,3,85267
6,3,85268
6,3,85269
6,3,85271
6,3,85308
6,3,85310
6,3,85327
6,3,85331
6,3,85377
7,3,85001
7,3,85002
7,3,85003
7,3,85004
7,3,85005
7,3,85006
7,3,85007
7,3,85008
7,3,85009
7,3,85011
7,3,85012
7,3,85013
7,3,85014
7,3,85015
7,3,85016
7,3,85017
7,3,85018
7,3,85019
7,3,85021
7,3,85026
7,3,85030
7,3,85031
7,3,85033
7,3,85034
7,3,85035
7,3,85036
7,3,85040
7,3,85041
7,3,85042
7,3,85043
7,3,85044
7,3,85051
7,3,85061
7,3,85063
7,3,85066
7,3,85067
7,3,85074
7,3,85079
7,3,85082
7,3,85283
7,3,85301
7,3,85303
7,3,85305
7,3,85311
7,3,85339
7,3,85353
8,3,85083
8,3,85085
8,3,85086
8,3,85087
8,3,85301
8,3,85302
8,3,85303
8,3,85304
8,3,85305
8,3,85306
8,3,85307
8,3,85308
8,3,85309
8,3,85310
8,3,85312
8,3,85318
8,3,85331
8,3,85335
8,3,85338
8,3,85340
8,3,85345
8,3,85351
8,3,85355
8,3,85361
8,3,85363
8,3,85372
8,3,85373
8,3,85374
8,3,85375
8,3,85376
8,3,85378
8,3,85379
8,3,85380
8,3,85381
8,3,85382
8,3,85383
8,3,85385
8,3,85387
8,3,85388
8,3,85395
9,3,85008
9,3,85010
9,3,85012
9,3,85013
9,3,85014
9,3,85016
9,3,85018
9,3,85020
9,3,85021
9,3,85044
9,3,85045
9,3,85048
9,3,85051
9,3,85060
9,3,85064
9,3,85068
9,3,85069
9,3,85070
9,3,85076
9,3,85201
9,3,85202
9,3,85203
9,3,85204
9,3,85210
9,3,85211
9,3,85224
9,3,85225
9,3,85226
9,3,85244
9,3,85246
9,3,85251
9,3,85253
9,3,85257
9,3,85274
9,3,85280
9,3,85281
9,3,85282
9,3,85283
9,3,85284
9,3,85285
9,3,85287
1,4,71601
1,4,71630
1,4,71638
1,4,71639
1,4,71640
1,4,71643
1,4,71644
1,4,71653
1,4,71654
1,4,71655
1,4,71662
1,4,71663
1,4,71667
1,4,71670
1,4,71674
1,4,71676
1,4,72003
1,4,72004
1,4,72005
1,4,72006
1,4,72007
1,4,72010
1,4,72014
1,4,72017
1,4,72020
1,4,72021
1,4,72023
1,4,72024
1,4,72026
1,4,72029
1,4,72031
1,4,72036
1,4,72037
1,4,72038
1,4,72040
1,4,72041
1,4,72042
1,4,72043
1,4,72044
1,4,72046
1,4,72048
1,4,72051
1,4,72055
1,4,72059
1,4,72064
1,4,72067
1,4,72069
1,4,72072
1,4,72073
1,4,72074
1,4,72075
1,4,72076
1,4,72081
1,4,72083
1,4,72086
1,4,72088
1,4,72101
1,4,72108
1,4,72112
1,4,72121
1,4,72123
1,4,72130
1,4,72131
1,4,72133
1,4,72134
1,4,72137
1,4,72140
1,4,72142
1,4,72143
1,4,72152
1,4,72153
1,4,72160
1,4,72165
1,4,72166
1,4,72168
1,4,72169
1,4,72170
1,4,72175
1,4,72176
1,4,72179
1,4,72301
1,4,72310
1,4,72311
1,4,72312
1,4,72313
1,4,72315
1,4,72316
1,4,72320
1,4,72321
1,4,72322
1,4,72324
1,4,72325
1,4,72326
1,4,72327
1,4,72328
1,4,72329
1,4,72330
1,4,72331
1,4,72332
1,4,72333
1,4,72335
1,4,72338
1,4,72339
1,4,72340
1,4,72341
1,4,72342
1,4,72346
1,4,72347
1,4,72348
1,4,72350
1,4,72351
1,4,72352
1,4,72353
1,4,72354
1,4,72355
1,4,72358
1,4,72359
1,4,72360
1,4,72364
1,4,72365
1,4,72366
1,4,72367
1,4,72368
1,4,72369
1,4,72370
1,4,72372
1,4,72373
1,4,72374
1,4,72376
1,4,72377
1,4,72379
1,4,72383
1,4,72384
1,4,72386
1,4,72387
1,4,72389
1,4,72390
1,4,72391
1,4,72392
1,4,72394
1,4,72395
1,4,72396
1,4,72401
1,4,72402
1,4,72403
1,4,72404
1,4,72405
1,4,72410
1,4,72411
1,4,72412
1,4,72413
1,4,72414
1,4,72415
1,4,72416
1,4,72417
1,4,72419
1,4,72421
1,4,72422
1,4,72424
1,4,72425
1,4,72426
1,4,72427
1,4,72428
1,4,72429
1,4,72430
1,4,72431
1,4,72432
1,4,72433
1,4,72434
1,4,72435
1,4,72436
1,4,72437
1,4,72438
1,4,72440
1,4,72441
1,4,72442
1,4,72443
1,4,72444
1,4,72445
1,4,72447
1,4,72449
1,4,72450
1,4,72451
1,4,72453
1,4,72454
1,4,72455
1,4,72456
1,4,72457
1,4,72458
1,4,72459
1,4,72460
1,4,72461
1,4,72462
1,4,72464
1,4,72465
1,4,72466
1,4,72467
1,4,72469
1,4,72470
1,4,72471
1,4,72472
1,4,72473
1,4,72474
1,4,72475
1,4,72476
1,4,72478
1,4,72479
1,4,72482
1,4,72501
1,4,72512
1,4,72513
1,4,72515
1,4,72517
1,4,72519
1,4,72520
1,4,72521
1,4,72522
1,4,72523
1,4,72524
1,4,72526
1,4,72527
1,4,72528
1,4,72529
1,4,72530
1,4,72531
1,4,72532
1,4,72533
1,4,72534
1,4,72536
1,4,72537
1,4,72538
1,4,72539
1,4,72540
1,4,72542
1,4,72543
1,4,72544
1,4,72545
1,4,72546
1,4,72550
1,4,72553
1,4,72554
1,4,72555
